Year,Lifeexpectancy(men),Lifeexpectancy(women),Infantdeaths,Alcohol,Measles,BMI,Under-fivedeaths,Polio,Totalexpenditure,Diphtheria ,HIV/AIDS,GDP,Population
2010,72,67,51,74,6.21,56,66,0,61.2,1,95,8.63,95
2009,70,77,67,59,6.67,47,68,0,6.7,1,95,8.78,95
2008,72,77,87,90,6.76,45,49,0,6.1,1,94,8.17,94
2007,83,58,63,74,6.67,64,75,0,59.5,1,94,8.23,94
2006,71,72,50,62,6.58,28,47,0,58.9,1,95,11.17,95
2005,60,77,72,62,6.35,25,72,0,58.3,1,96,11.15,96
2004,58,67,88,70,5.66,72,70,0,57.7,1,95,11.59,94
2003,52,60,92,100,5.11,31,33,0,57,1,91,6.52,91
2002,72,77,50,71,5.86,74,45,0,56.3,1,93,7.18,95
2001,76,63,63,94,6.48,36,28,0,55.7,1,94,7.46,94
2000,53,76,99,55,6.65,66,44,0,55,1,92,7.82,9
2015,72,72,55,56,,33,38,22,44.7,17,99,,99
2014,67,50,74,71,0.01,29,64,8,43.9,18,99,5.84,99
2013,74,67,68,53,0.01,34,31,0,43,19,99,6.32,99
2012,79,83,56,72,0.01,72,43,0,42.2,21,99,6.49,99
2011,81,51,57,51,2.83,43,29,476,41.4,22,99,5.65,99
2010,54,82,76,65,2.73,35,45,117,4.7,23,99,5.34,99
2009,51,52,97,52,2.56,49,33,0,4,24,99,6.31,98
2008,51,75,100,81,2.36,27,49,2,39.3,25,98,5.92,98
2007,73,60,65,58,2.15,22,50,863,38.7,26,98,5.81,96
2006,75,76,69,100,1.96,20,73,823,38.1,27,94,5.49,96
2005,70,70,55,90,1.78,29,63,737,37.5,28,99,5.11,99
2004,69,61,50,80,1.59,58,75,75,37,29,99,5.11,99
2003,65,52,85,99,1.54,25,40,85,36.4,30,99,5.17,98
2002,61,76,58,66,1.47,58,74,25,35.9,32,99,5.44,99
2001,70,72,87,96,1.53,31,38,22,35.3,34,99,5.28,99
2000,57,73,92,86,1.6,43,31,80,34.8,36,99,5.29,99
2015,79,71,98,56,,42,27,39,53.3,0,65,,64
2014,84,58,97,76,0.01,36,75,10,52.5,0,65,5.2,64
2013,56,82,98,80,0.01,42,41,0,51.7,0,65,3.92,64
2012,69,67,97,93,0.01,44,63,0,5.8,0,65,3.7,64
2011,50,82,65,70,0.85,18,21,0,49.9,0,65,3.85,65
2010,59,81,86,72,0.91,34,26,0,49.1,0,66,4.71,65
2009,70,60,89,93,0.83,49,43,0,48.2,0,66,3.9,66
2008,73,56,81,60,1.18,28,65,0,47.4,0,66,3.66,67
2007,85,62,93,72,1.01,50,63,0,46.6,0,67,3.67,67
2006,57,54,87,71,1,37,68,0,45.7,0,67,3.96,68
2005,60,72,88,59,0.88,21,28,3,44.9,0,67,3.87,68
2004,72,80,51,84,0.85,69,32,0,44.1,0,67,4.12,69
2003,77,55,96,59,1.2,73,67,165,43.3,0,67,4.2,69
2002,77,55,93,63,1.24,68,68,101,42.6,0,67,3.52,7
2001,78,65,81,67,0.91,61,54,7,41.9,0,67,3.37,7
2000,71,63,53,86,1.21,61,61,9,41.1,0,67,3.28,71
2015,53,62,71,52,,26,45,0,62.1,10,87,,87
2014,50,66,67,60,6.47,35,48,0,61.5,10,79,5.26,78
2013,83,76,57,85,6.71,51,25,0,61,10,82,4.94,82
2012,50,62,73,77,6.7,34,35,1,6.4,10,73,4.8,81
2011,64,74,75,53,6.74,29,22,0,59.9,10,78,5.24,78
2010,62,72,78,64,7.22,62,75,0,59.3,10,74,5.4,78
2009,78,66,54,59,7.59,60,26,0,58.8,10,75,5.81,84
2008,80,71,93,86,8.18,26,38,0,58.2,10,76,3.98,5
2007,52,84,50,92,8.7,26,43,32,57.6,10,67,5.25,62
2006,84,80,94,65,8.27,55,33,78,57.1,11,73,4.85,71
2005,55,52,59,93,7.92,38,74,0,56.5,11,8,4.69,87
2004,73,74,92,96,7.55,26,18,0,55.9,11,83,4.78,86
2003,63,73,63,77,6.3,66,59,0,55.3,12,86,4.93,68
2002,51,73,50,78,6.89,57,61,2392,54.7,12,81,4.93,65
2001,76,69,97,79,8.05,44,72,115,54.1,12,87,5.21,7
2000,78,66,75,56,8.01,65,37,22,53.4,13,86,4.91,77
2015,77,62,78,71,,45,61,256,17.5,35,97,,97
2014,53,65,95,86,4.09,51,39,15033,16.7,35,96,7.7,95
2013,58,68,74,89,4,65,21,1123,16,35,93,7.17,59
2012,54,85,85,59,4.12,23,50,578,15.3,36,97,6.96,97
2011,79,61,90,98,3.94,23,47,750,14.7,36,96,6.2,95
2010,50,69,81,72,3.93,49,54,2809,14,35,94,6.36,93
2009,83,68,79,75,3.86,50,44,6582,13.4,35,97,6.4,96
2008,72,57,59,53,3.58,51,18,352,12.9,35,93,5.53,93
2007,80,84,63,74,3.01,52,62,17,12.3,35,92,6.9,92
2006,50,75,53,98,2.56,64,33,1978,11.8,35,94,5.56,94
2005,83,60,56,76,2.7,23,75,410,11.3,36,94,5.38,95
2004,63,60,90,92,2.86,35,75,217,1.9,36,96,5.9,96
2003,59,61,55,66,2.19,41,52,2297,1.4,37,96,4.84,99
2002,65,68,79,74,2.03,52,63,6755,1,39,92,4.7,75
2001,84,75,98,67,1.84,52,75,12058,9.6,41,96,5.17,96
2000,68,84,58,75,1.6,43,57,16512,9.2,43,96,4.89,96
2015,52,80,78,94,,32,68,468,41.3,47,63,,69
2014,52,74,79,84,0.01,40,22,815,4.4,47,67,5.64,73
2013,53,64,67,61,0.04,60,70,400,39.6,46,67,5.78,73
2012,70,63,63,98,0.04,65,60,2177,38.7,46,68,5.73,67
2011,56,79,64,93,0.04,72,71,2676,37.9,45,69,5.4,69
2010,85,59,68,58,0.06,29,69,510,37.2,45,77,5.17,76
2009,59,75,76,60,0.03,55,56,130,36.4,46,76,5.32,76
2008,57,79,56,56,0.04,73,41,7,35.7,47,78,5.12,78
2007,56,60,53,69,0.05,49,59,13,35.1,49,79,4.92,79
2006,80,63,86,73,0.04,19,27,8079,34.5,51,78,4.82,78
2005,84,81,70,58,0.04,24,58,6285,33.9,53,8,4.58,79
2004,63,50,71,100,0.06,31,69,12708,33.3,56,72,4.9,72
2003,52,56,76,85,0.04,30,73,8536,32.7,58,61,5,61
2002,57,60,75,96,0.07,43,44,890,32.2,61,64,4.22,65
2001,59,80,97,65,0.08,33,43,485,31.7,63,73,4.34,73
2000,62,59,51,81,0.07,35,49,0,31.2,66,74,4.14,74
2015,66,81,51,90,,34,42,9,23.4,40,9,,9
2014,63,65,69,60,0.01,37,43,9,22.8,41,78,4.99,86
2013,69,83,62,58,2.41,51,46,35,22.3,42,74,4.99,79
2012,72,72,66,84,2.59,42,42,896,21.7,43,7,4.91,78
2011,50,80,88,70,2.57,63,47,13234,21.2,44,83,4.26,81
2010,74,51,69,69,2.47,38,72,15754,2.7,45,8,4.41,83
2009,56,73,75,95,2.3,52,33,26,2.2,47,93,4.73,94
2008,63,78,93,53,2.12,54,73,140,19.7,49,9,4.87,87
2007,64,83,72,54,2.08,37,38,535,19.2,51,77,4.37,8
2006,64,57,64,51,2.25,61,51,459,18.8,52,83,6.11,81
2005,52,69,85,87,2.33,34,47,45,18.4,55,84,7.56,82
2004,72,64,60,64,2.46,20,20,35,18,59,84,7.33,83
2003,56,58,97,70,2.33,49,31,881,17.6,62,85,8.18,83
2002,69,84,85,59,2.44,52,52,25036,17.3,66,85,6.93,84
2001,70,73,68,83,2.61,44,25,16997,17.1,70,86,6.56,85
2000,51,57,52,77,2.62,28,58,30930,16.8,72,85,7.16,85
2015,84,79,92,55,,49,23,0,31.8,32,88,,87
2014,67,69,83,66,6.5,67,52,0,31.3,34,92,6.44,91
2013,82,65,77,52,6.39,36,62,0,3.8,36,95,6.88,95
2012,59,66,97,91,6.09,37,50,0,3.3,39,95,6.69,95
2011,72,64,63,66,6,45,64,0,29.9,42,93,6.31,93
2010,85,74,98,63,5.21,65,69,9696,29.4,44,89,5.37,89
2009,56,69,65,91,4.64,59,56,853,29,45,69,6.26,73
2008,71,54,51,94,3.56,45,55,0,28.6,46,75,4.96,75
2007,59,53,57,86,3.88,53,18,242,28.2,46,73,4.47,73
2006,53,74,57,92,4.57,33,26,212,27.9,45,71,5.12,7
2005,52,84,50,82,4.14,59,26,420,27.5,43,69,6.44,68
2004,67,69,62,85,4.36,60,37,31,27.1,42,67,7.13,65
2003,62,75,96,61,4.06,49,73,998,26.7,41,7,6.52,68
2002,50,74,55,95,4.43,37,48,304,26.3,40,73,6.53,71
2001,66,66,74,78,1.72,60,38,529,25.9,39,76,6.16,75
2000,55,76,76,98,1.68,20,50,1483,25.5,39,78,7.1,78
